tweets_username,tweets_utc_date,tweets_tweet,tweets_retweet_count,tweets_likes_count,tweets_tweet_value,most_mentioned_user,most_mentioned_count,contributors_impacts,contributors_followers,contributors_following,contributors_user_value,contributors_tweets_value
@LydiaMasaw89276,2023-10-15 07:35:28,"@_Mhayaa SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",8,2,0.01,0,0.0,1968,1968,961,5.42,5.96
@PaguPao,2023-10-15 07:35:27,"🌟 Don't miss this golden opportunity to claim your Galxe Airdrop: ⤵️

🤙 

🔥 A $5500 $GALXE Airdrop? I'm in disbelief! 😈 
#LUNC #NEO #PEPE2 #BNT #DYOR #shibtoken ",0,0,0.03,0,0.0,2,2,17,0.01,0.01
@PoshDeekay,2023-10-15 07:35:24,"@marelequality CHIEF MERCY EKE
#MercyEke",0,3,0.02,0,0.0,1240,620,113,1.97,4.34
@Catheri98744856,2023-10-15 07:35:24,"Good morning Patriots ✊🏾✊🏾✊🏾✊🏾

Please just copy and paste so we trend

‼️‼️TAG ALERT ‼️

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",13,8,0.04,0,0.0,12,12,46,0.04,0.01
@869865858,2023-10-15 07:35:19,"🌠 Grab your Galxe Airdrop and watch your crypto grow: ⤵️

✋ 

🔥 Thank you, crypto gods, for the $5500 $GALXE Airdrop gift! 😈 
#DEGO #ZetaChain #PULSECHAIN #SOL #GALA #NEO ",0,0,0.0,0,0.0,775,775,443,2.3,2.53
@lelik_v,2023-10-15 07:35:16,"🌟 Secure your Galxe Airdrop and join the crypto party: ⤵️

➡️ 

🔥 Receiving a $5500 $GALXE Airdrop is like winning the crypto lottery 😈 
#CLONEX #NMC #memecoins #NEO #zkSync #memecoin ",0,0,0.0,0,0.0,2530,1265,576,3.64,4.37
@elliottmap,2023-10-15 07:35:11,"🌠 Grab your MetaMask Airdrop and watch your crypto grow: ⤵️

😄 

🔥 I'm dancing with joy over my $5500 MASK Airdrop windfall 😈
#BTC #ONE #Metamask #MOG #NEO #TRX ",0,0,0.01,0,0.0,3744,117,474,0.34,5.96
@Barbara51873851,2023-10-15 07:35:11,"🪙 Don't miss out on the MetaMask Airdrop rewards - claim today: ⤵️

💪 

🔥 Just got my hands on a $5500 MASK Airdrop 😈
#NEO #MEXC #Uniswap #BNT #Ethereum #RDD ",0,0,0.01,0,0.0,84,84,119,0.27,0.36
@jieachmal,2023-10-15 07:35:05,"🆕 Azuki's #AZUKI token is here! Seize the Airdrop opportunity to get $5500 🎁. I did, and you can too. Claim it here ⤵️

🌟 

#avax #SEI #USDT #XNO #NEO #AVAX ",0,0,0.0,0,0.0,856,856,72,2.67,2.94
@TBundurus,2023-10-15 07:35:02,"@KennyMade_f @PereEgbi @Droge201 Please use one keyword 

Today's tag is 👇🏾

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars 

Follow @_Mhayaa for daily tags updates",4,3,0.02,0,0.0,54,6,42,0.02,0.03
@KimJoonShjn,2023-10-15 07:34:20,"🌌 The Galxe Airdrop is here - seize the opportunity: ⤵️

👌 

🔥 Shoutout to the crypto universe for the $5500 $GALXE Airdrop 😈 
#BETH #PEPE2 #AIDOGE #JASMY #KUCOIN #NEO ",0,0,0.0,0,0.0,2916,324,264,1.01,9.81
@alkanoates,2023-10-15 07:34:17,"@KEbiweni ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,4824,1206,766,3.41,5.79
@IlebayeS,2023-10-15 07:34:11,"DEAR ILEBAYE
ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #ilebaye #GenZBaddie𓅛 #BBNaijallstars ",0,0,0.58,0,0.0,149,149,787,0.42,0.42
@ELTEPORINGO2012,2023-10-15 07:34:01,"🆕 Azuki is excited to present the #AZUKI token! Grab their Airdrop and receive $5500 🎁, just like I did. Claim it below ⤵️

🤚 

#opensea #NEO #ALGO #BEN #BinanceUS #ICP ",0,0,0.01,0,0.0,25,25,69,0.08,0.11
@alkanoates,2023-10-15 07:33:59,"@Desii_barbie ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.27,0,0.0,22,22,16,0.09,0.09
@netschar,2023-10-15 07:33:35,"@Ikenna__Nwosu CHIEF MERCY EKE
#MercyEke.",0,0,0.11,0,0.0,2,1,6,0.0,0.0
@alkanoates,2023-10-15 07:33:26,"@Ogbonjuagbara @MessiXBeauty ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,4212,1053,311,3.15,13.93
@kangtooree,2023-10-15 07:33:22,"🚀 Azuki's #AZUKI token is now available! Make sure to secure your Airdrop and get $5500 🎁. Claim it immediately ⤵️

👈 

#Ripple #UNI #SNEK #XMR #NEO #SPAWN ",0,0,0.0,0,0.0,749,749,703,2.12,0.42
@alkanoates,2023-10-15 07:33:12,"@kkkimbs @MessiXBeauty ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,9888,2472,1186,6.68,28.86
@Nakie3110,2023-10-15 07:33:07,"DEAR ILEBAYE.. God's favourite Child. Its your time &amp; God's grace will see you through always🙏🙏🙏
ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,1,1.3,0,0.0,101,101,91,0.35,0.35
@alkanoates,2023-10-15 07:33:00,"@MessiXBeauty @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",3,5,0.27,0,0.0,5366,5366,430,14.19,2.84
@8xDap,2023-10-15 07:32:59,"✅ Your Galxe Airdrop is ready for claiming - go for it: ⤵️

🖐️ 

🔥 My wallet is rejoicing with this $5500 $GALXE Airdrop blessing 😈 
#SEC #PHA #altcoin #X #NEO #shibtoken ",0,0,0.0,0,0.0,28,28,61,0.09,0.02
@ChasseMelissa,2023-10-15 07:32:57,"🆕 Azuki is excited to present the #AZUKI token! Grab their Airdrop and receive $5500 🎁, just like I did. Claim it below ⤵️

👆 

#SUI #BONE #NEO #ETC #THETA #PULSECHAIN ",0,0,0.0,0,0.0,240,40,264,0.13,0.79
@alkanoates,2023-10-15 07:32:53,"@BMakungany1912 @MessiXBeauty ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,6165,2055,275,5.89,18.26
@alkanoates,2023-10-15 07:32:39,"@MessiXBeauty ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,3614,3614,3510,8.85,11.68
@TBundurus,2023-10-15 07:32:27,"Love this 

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",8,3,0.09,0,0.0,78,78,51,0.28,0.37
@LydiaMasaw89276,2023-10-15 07:32:09,"@Stephanie1234ma SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",4,0,0.01,0,0.0,169,169,25,0.61,0.67
@alkanoates,2023-10-15 07:32:09,"@Desii_barbie ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.27,0,0.0,3788,3788,1292,10.02,13.23
@Nakie3110,2023-10-15 07:32:07,"DEAR ILEBAYE.. Keep shinning bright like the diamond you are
ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,1.3,0,0.0,7545,2515,1052,6.84,16.54
@Nayellez,2023-10-15 07:31:53,"@thelagosmag @innosonvehicles @nordmotion @GeelyNigeria @Toyota_Nigeria DOYIN ANY DAY... SHES THE REAL HOST NO ONE CAN TELL ME NAADA @OfficialDoyin_

SILENT INTRUDER  THE MOVIE
#PereEgbi",5,1,0.11,0,0.0,1414,1414,2305,3.43,0.69
@gyonlineng,2023-10-15 07:31:52,"Doyin is symbol of I Say What I Say, an unapologetic soul that own her narrative &amp; reality. 

Love that lady🥰

#BBNaijaAlIStars #BBNaija",0,0,33.49,0,0.0,930,930,552,2.71,2.98
@OssaiStephen13,2023-10-15 07:31:37,"Every fanbase wants a taste of Mercy eke neutral want to troll her to get Elon💰 Mercy eke is here to stay, her money long and e go continue to long
CHIEF MERCY EK
#MercyEke",0,2,0.03,0,0.0,195,39,117,0.12,0.65
@Nakie3110,2023-10-15 07:31:13,"DEAR ILEBAYE.. Know that u won a lot of hearts &amp; we'll always be there cheering for u

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,1,1.3,0,0.0,3884,1942,884,5.38,11.3
@JAnuoluowapo,2023-10-15 07:31:06,"@PereEgbi Pls do, and may the peace of God never leave you my dear general 😍💪😍
PERE WON WITH PATRIOTS 
#PereEgbi",1,6,0.09,0,0.0,747,747,678,2.13,2.13
@Den58ru,2023-10-15 07:30:56,"🌠 Grab your MetaMask Airdrop and watch your crypto grow: ⤵️

🤟 

🔥 This $5500 MASK Airdrop is a game-changer in my crypto journey 😈
#DYDX #SEI #NEO #BEN #SOL #BNT ",0,0,0.0,0,0.0,1733,1733,1232,4.69,6.19
@raymundomcda614,2023-10-15 07:30:20,"💰 Claim your Galxe Airdrop and boost your crypto portfolio: ⤵️

👆 

🔥 I'm over the moon with this $5500 $GALXE Airdrop in my account 😈 
#PULSECHAIN #CRYPTONEWS #NEO #friendtech #arb #MXRC ",0,0,0.0,0,0.0,451,451,329,1.38,1.52
@BlackEmpress193,2023-10-15 07:30:19,"Jag : I told Cirie! And she said that she wouldn't tell anyone. I told her it may not matter because. I'm putting up Cory &amp; America! They're snakes!
#BB25 #BigBrother25 #BigBrother ",0,1,2.72,0,0.0,1,1,8,0.0,0.0
@LydiaMasaw89276,2023-10-15 07:30:18,"@peresgirll SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",8,2,0.01,0,0.0,5144,643,250,1.99,8.81
@1985rs,2023-10-15 07:30:17,"🎉 It's time to claim your MetaMask Airdrop and Celebrate: ⤵️

😏 

🔥 My crypto journey just got a boost with a $5500 MASK Airdrop 😈
#dogelonmars #RIF #NEO #METAMASK #EOS #SHIB ",0,0,0.0,0,0.0,655,655,473,1.94,2.56
@Desii_barbie,2023-10-15 07:30:17,"DEAR ILEBAYE

Worry is a total waste of time. It doesn’t change anything. All it does is steal your JOY and keep you very busy doing NOTHING.

Dont worry about others,do what you want.

 ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#ilebayeOdiniya #GenZbaddie ",47,101,12.65,0,0.0,7300,7300,4259,17.64,17.64
@Dhea_wkwk,2023-10-15 07:30:14,"🌕 Grab your Galxe Airdrop and skyrocket your crypto holdings: ⤵️

🖖 

🔥 A $5500 $GALXE Airdrop has lit up my crypto world 😈 
#APE #XMR #BCH #OKX #UNI #NEO ",0,0,0.01,0,0.0,0,0,4,0.0,0.0
@Nakie3110,2023-10-15 07:30:04,"DEAR ILEBAYE.. Focus on all the love &amp; drown the noise ❤️❤️🌶️🌶️

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,1.3,0,0.0,357,357,605,0.97,0.97
@Mikipvp12,2023-10-15 07:29:50,"🌟 Azuki is proud to introduce the #AZUKI token! Claim their Airdrop and receive $5500 🎁. Claim it today ⤵️

🤞 

#COINBASE #OMG #NEO #VET #OMG #RARE ",0,0,0.0,0,0.0,907,907,2858,2.16,0.43
@whitdecore,2023-10-15 07:29:30,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",9,13,1.16,0,0.0,2032,508,547,1.46,6.14
@Nakie3110,2023-10-15 07:29:28,"DEAR ILEBAYE.. The sky is your starting point, spread your wings &amp; fly higher

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,2,1.3,0,0.0,8506,8506,358,21.68,4.34
@NegativeDavid,2023-10-15 07:29:03,"🌕 Claim your Galxe Airdrop and light up your wallet: ⤵️

🤙 

🔥 I'm over the moon with this $5500 $GALXE Airdrop 😈 
#BinanceUS #AAVE #ZEC #trading #COS #NEO ",0,0,0.01,0,0.0,5442,2721,242,7.65,18.52
@Nakie3110,2023-10-15 07:28:41,"DEAR ILEBAYE
I admire your spirit of resilience, your calmness in the midst of storm &amp; determination. Wishing u nothing but success &amp; love

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",4,4,1.3,0,0.0,25,25,54,0.08,0.11
@peresgirll,2023-10-15 07:28:31,"Let’s get this post to 10k likes oo, retweet 🙏🏾

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",35,88,1.95,0,0.0,67,67,399,0.2,0.26
@whitdecore,2023-10-15 07:28:18,"SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",6,4,1.16,0,0.0,290,290,430,0.83,0.91
@Brauliojorgito,2023-10-15 07:27:55,"💸 Your Galxe Airdrop is waiting to be claimed - don't delay: ⤵️

👐 

🔥 I'm on cloud nine thanks to the $5500 $GALXE Airdrop that arrived 😈 
#ATOM #COINBASE $posttech #BCH #NEO #ARBITRUM ",0,0,0.0,0,0.0,379,379,288,1.17,1.54
@whatadultslike_,2023-10-15 07:27:43,"@instablog9ja Be grateful for good health. 😢🙏

Gilmore Naomi Chioma #NoBraDay #AngelJBSmith Wizkid Billionaire Qatar Yoruba Rema Segun Johnson Mercy Eke ",0,1,0.33,0,0.0,339,113,417,0.33,1.08
@isela_kno,2023-10-15 07:27:39,"💰 Claim your Galxe Airdrop and boost your crypto portfolio: ⤵️

👆 

🔥 Just when I needed it most, a $5500 $GALXE Airdrop appeared 😈 
#NEO #WAVES #shitcoin #METAMASK #EOS #Ripple ",0,0,0.01,0,0.0,2243,2243,432,7.6,10.03
@YBrint_,2023-10-15 07:27:16,"📌📌📌

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",5,4,0.29,0,0.0,90336,7528,7612,17.14,228.26
@BevArtist2,2023-10-15 07:27:15,"Executive Movie Director &amp; Producer @PereEgbi 🎬 

On set of his debut Movie - ""Silent Intruder""

Filmed in both America 🇺🇸 and Nigeria 🇳🇬 

With a star studded Cast and prolific American Musician 🎶 

Currently the most anticipated Movie!

SILENT INTRUDER THE MOVIE
#PereEgbi 🎬 ",30,77,7.59,0,0.0,206,206,269,0.62,0.62
@whitdecore,2023-10-15 07:27:01,"@itsveraadom Amen 🙏 

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",10,2,0.21,0,0.0,612,612,634,1.74,1.74
@LydiaMasaw89276,2023-10-15 07:26:57,"@BevArtist2 @PereEgbi @real_mercyeke SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",1,0,0.01,0,0.0,1137,379,719,0.99,2.6
@RadumariaV,2023-10-15 07:26:54,"🌕 Don't hesitate, claim your MetaMask Airdrop today: ⤵️

👍 

🔥 My wallet is smiling thanks to a $5500 MASK Airdrop 😈
#NFT #arb #COCO #NEO #PULSEX #IMX ",0,0,0.03,0,0.0,51966,8662,533,26.38,194.68
@Freddy40897921,2023-10-15 07:26:49,"🌕 Claim your Galxe Airdrop and light up your wallet: ⤵️

👋 

🔥 Celebrating a $5500 $GALXE Airdrop that made my day! 😈 
#cryptocurrency #VET #TronLink #LDO #LUNA #NEO ",0,0,0.26,0,0.0,10855,835,1701,2.01,23.3
@robbiebailey616,2023-10-15 07:26:26,"🆕 Azuki is now offering the #AZUKI token! Secure your Airdrop and earn $5500 🎁. Claim it now ⤵️

🤟 

#ADX #RARE #ONT #NEO #ETH #VET ",0,0,0.0,0,0.0,346,173,91,0.59,0.24
@YBrint_,2023-10-15 07:26:15,"📌📌📌

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",6,3,0.29,0,0.0,998,998,620,2.88,2.88
@praise878699017,2023-10-15 07:26:10,"@PereEgbi We anticipate!!!! 
SILENT INTRUDER THE MOVIE
#PereEgbi 
#BBNaija",8,5,0.02,0,0.0,179172,2844,830,7.77,556.01
@CowanNick,2023-10-15 07:26:00,"🚀 Azuki has officially launched the #AZUKI token! Act swiftly and grab their Airdrop to receive $5500 🎁. Claim it here ⤵️

🔥 

#NEO #SNEK #KLAY #CRV #VET #PPC ",0,0,0.01,0,0.0,2,2,7,0.01,0.01
@Joke_98,2023-10-15 07:25:49,"🌕 Grab your MetaMask Airdrop and skyrocket your crypto holdings: ⤵️

✋ 

🔥 Receiving a $5500 MASK Airdrop is a crypto miracle 😈
#ONE #Blur #PENDLE #NEO #COCO #posttech ",0,0,0.0,0,0.0,0,0,13,0.0,0.0
@faustinaworld,2023-10-15 07:25:33,"Good morning Patriots ✊🏾✊🏾✊🏾✊🏾

Please just copy and paste so we trend

‼️‼️TAG ALERT ‼️

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",46,83,2.99,0,0.0,772,772,1073,2.05,0.41
@kelmc27,2023-10-15 07:25:30,"🎉 It's time to claim your Galxe Airdrop and Celebrate: ⤵️

📣 

🔥 My crypto portfolio got a boost thanks to a $5500 $GALXE Airdrop 😈 
#ALGO #dogecoin #RDD #NEO #BONE #PLS ",0,0,0.05,0,0.0,2215,2215,195,6.34,6.34
@ivi_toro,2023-10-15 07:25:26,"💰 Claim your Galxe Airdrop and boost your crypto portfolio: ⤵️

😎 

🔥 My crypto portfolio just received a boost with a $5500 $GALXE Airdrop 😈 
#memecoin #WOJAK #OXBT #RDD #NEO #LDO ",0,0,0.01,0,0.0,6637,6637,5776,15.58,15.58
@adamtillman73,2023-10-15 07:25:22,"🌠 The MetaMask Airdrop is up for grabs - seize it: ⤵️

👐 

🔥 I'm ecstatic about my $5500 MASK Airdrop 😈
#ADA #avax #NEO #SNX #DYDX #KEY ",0,0,0.01,0,0.0,0,0,1,0.0,0.0
@Nakie3110,2023-10-15 07:25:16,"@Desii_barbie Very true 💯

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.26,0,0.0,882,441,188,1.4,1.68
@hiron699,2023-10-15 07:25:12,"🚀 Azuki's #AZUKI token has arrived! Don't hesitate, secure your Airdrop and receive $5500 🎁. Claim it below ⤵️

🙂 

#btc #CRV #DAVE #NEO #Litecoin #GALA ",0,0,0.0,0,0.0,305,305,266,0.95,1.04
@LauuArjona,2023-10-15 07:25:00,"🚀 Join the Galxe Airdrop party by claiming yours today: ⤵️

📣 

🔥 Shoutout to the crypto universe for the $5500 $GALXE Airdrop 😈 
#XRP #NFT #alts #HUOBI #HEX #NEO ",0,0,0.03,0,0.0,899,899,271,2.72,3.59
@Victorr_89,2023-10-15 07:24:58,"🚀 Join the Galxe Airdrop party by claiming yours today: ⤵️

🌟 

🔥 I'm on cloud nine thanks to a $5500 $GALXE Airdrop 😈 
#NEO #zkSync #altcoin #MOVR #Metamask #LTC ",0,0,0.0,0,0.0,1,1,0,0.01,0.01
@VirginbraZ5,2023-10-15 07:24:53,"The love choke
#HappyBirthdayVirgin

A celebrity bought a fridge for me as my birthday gift.

I won't call her name because she begged me not.

#Titans
#BayeTribe
#IlebayeOdiniya 
#TachaTitans𓄍 
#Tontodike 
#Virgins ",60,290,45.32,0,0.0,4370,95,109,0.32,5.21
@YBrint_,2023-10-15 07:24:47,"@BevArtist2 @Vanessa_goldd @ChiefHoodlums_ @phaythe_t Today's tag is 👇🏾

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars 

Follow @_Mhayaa for daily tags updates",0,0,0.05,0,0.0,0,0,5,0.0,0.0
@alkanoates,2023-10-15 07:24:34,"@Overrated_Boss ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,0,0,0,0.0,0.0
@klankieza,2023-10-15 07:24:28,"SILENT INTRUDER THE MOVIE
 #PereEgbi 
SILENT INTRUDER THE MOVIE 
#PereEgbi",10,8,0.63,0,0.0,34,34,385,0.11,0.15
@Truthologie,2023-10-15 07:24:11,"@siiredveto What a weird take.
Do the folks applying to be a houseguest not know there would ps? So @CBSBigBrother should dumb down ps based on their abilities? 
The ps don't get dumbed down to cater to morons, do they? 

#BB25 
#bblf #BigBrother #BigBrother25",0,2,0.02,0,0.0,29,29,51,0.1,0.02
@JAnuoluowapo,2023-10-15 07:24:10,"PERE WON WITH PATRIOTS 
#PereEgbi ",4,6,0.52,0,0.0,399,399,557,1.12,1.23
@manu_la_rrafaga,2023-10-15 07:24:09,"🌟 Azuki just unveiled their #AZUKI token! Don't miss the Airdrop, where you can get $5500 🎁. Claim it below ⤵️

😇 

#ADA #NAV #PEPECOIN oken #NEO $thetipcoin ",0,0,0.03,0,0.0,10,10,12,0.04,0.04
@MryemB,2023-10-15 07:24:06,"🆕 Azuki is offering the #AZUKI token! Take advantage of their Airdrop to get $5500 🎁. Claim it now ⤵️

😁 

#Uniswap oken #ARB #LDO #NEO #ltc ",0,0,0.0,0,0.0,3368,1684,272,4.9,9.8
@BRIANNA2ARROGAN,2023-10-15 07:24:01,"✨ Claim your Galxe Airdrop and unlock the crypto potential: ⤵️

😌 

🔥 A $5500 $GALXE Airdrop? Pinch me, I must be dreaming! 😈 
#DASH #BSV #LEASH #AIDOGE #WAVES #NEO ",0,0,0.01,0,0.0,116,116,13,0.43,0.57
@gusquilaleo,2023-10-15 07:23:39,"🚀 Azuki's #AZUKI token is now available! Make sure to secure your Airdrop and get $5500 🎁. Claim it here ⤵️

😃 

#NEO #arb #MEXC #COMP #PULSECHAIN #UNI ",0,0,0.0,0,0.0,1440,1440,1846,3.67,3.67
@Abiolajay,2023-10-15 07:23:31,"🌟 Grab your Galxe Airdrop today: ⤵️

👇 

🔥 A $5500 $GALXE Airdrop? I'm in disbelief! 😈 
#LTC #COMBO #XMR #Shardeum #NEO #BinanceUS ",0,0,0.01,0,0.0,2348,2348,945,6.44,6.44
@maxholzner1,2023-10-15 07:23:27,"🆕 Azuki is offering the #AZUKI token! Take advantage of their Airdrop to get $5500 🎁. Claim it now ⤵️

👆 

#dogelon #BITGET #Ripple #BLOCKCHAIN #NEO #Uniswap ",0,0,0.03,0,0.0,719,719,490,2.12,2.8
@hoLYphoeNiX25,2023-10-15 07:23:11,"🚀 Azuki's #AZUKI token is now available! Make sure to secure your Airdrop and get $5500 🎁. Claim it immediately ⤵️

🤘 

#NAV #APE #marketcap #PSYOP #altcoin #NEO ",0,0,0.03,0,0.0,11,11,22,0.04,0.05
@madu_freire,2023-10-15 07:23:07,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it today ⤵️

😄 

#BASE #DEGO #NEO #OG #Binance #Shardeum ",0,0,0.01,0,0.0,687,229,114,0.77,2.56
@twiggeytwits,2023-10-15 07:23:03,"🌟 Secure your MetaMask Airdrop and join the crypto party: ⤵️

😎 

🔥 Thrilled to announce my $5500 MASK Airdrop 😈
#LINK #NEO #BONE #OKX #CAKE #JASMY ",0,0,0.0,0,0.0,7872,1312,2124,3.21,25.44
@alkanoates,2023-10-15 07:23:00,"@Desii_barbie ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,11148,3716,70,12.29,43.26
@Nakie3110,2023-10-15 07:22:59,"@BMakungany1912 Thats how stars do it🌶️🌶️

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.26,0,0.0,301872,13127,3097,37.7,996.56
@Nuel_Gadgets,2023-10-15 07:22:57,"🌞🌞
iPhone 11 Pro Max || 64GB and 256 GB available 

Martian Blessing CEO Manchester United Sheikh Jassim The Glazers Grace Big Wiz #NoBraDay Lekki Rihanna Will Smith Dotun Dbanj #BBNaijaAllStars Ndidi Federal University Gusau Rema Cheating MURIC Lagos Kendrick Lamar #GlazersOut ",0,0,0.79,0,0.0,13,13,74,0.05,0.06
@thiannalol,2023-10-15 07:22:55,"🚀 Be the first to get your hands on the #AZUKI token from Azuki! Don't wait, grab their Airdrop now! I've scored $5500 🎁 Claim it below ⤵️

🤝 

#alts #NEO #XNO #COMBO #ADA #NFT ",0,0,0.01,0,0.0,13944,1162,438,3.41,20.92
@YBrint_,2023-10-15 07:22:39,"📌📌📌

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",3,1,0.29,0,0.0,552,552,194,1.74,2.3
@whitdecore,2023-10-15 07:22:31,"Anyways, Patriots focus, we have a movie to promote. Avoid distractions 

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",31,50,1.39,0,0.0,226,113,417,0.33,0.66
@lujzi2121,2023-10-15 07:22:14,"🪙 Don't wait another moment to claim your Galxe Airdrop: ⤵️

😃 

🔥 My crypto portfolio is smiling thanks to a $5500 $GALXE Airdrop 😈 
#LINK #NEO #memecoin $friendtech #BTC #GALA ",0,0,0.05,0,0.0,3,3,122,0.01,0.01
@aspe_garcia,2023-10-15 07:22:12,"🚀 Your Galxe Airdrop is ready to be claimed - don't miss out: ⤵️

👈 

🔥 I'm over the moon with this $5500 $GALXE Airdrop 😈 
#alts #SEC #NEO #ICP #Staking #Uniswap ",0,0,0.04,0,0.0,2194,2194,874,6.05,6.66
@berenicearellan,2023-10-15 07:21:50,"🚀 The #AZUKI token from Azuki has been unveiled! Act quickly to get your Airdrop worth $5500 🎁. Claim it now ⤵️

🤝 

#altcoin #pepetoken #NEO #trading #ONE #PENDLE ",0,0,0.0,0,0.0,356,178,292,0.52,1.04
@YBrint_,2023-10-15 07:21:48,"📌📌📌

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",2,0,0.29,0,0.0,22,11,45,0.04,0.02
